song_id	title	work_title	subtitle	lyricist_raw	lyricist_norm	composer_raw	composer_norm	artist	song_type	brand_id	parent_song_id	is_version	interface_key	jasrac_code	jasrac_title	match_status	note
ml_irodori	Irodori	Irodori		園田健太郎	園田健太郎	園田健太郎	園田健太郎	北上麗花	solo	ml			imasdb-719f7ee89375			unmatched	
ml_its_me	it's me	it's me		KOH	KOH	KOH	KOH	馬場このみ	solo	ml			imasdb-54de2f41035a			unmatched	
ml_iv	I.V.	I.V.		清田直人	清田直人	清田直人	清田直人	真壁瑞希、七尾百合子、最上静香、百瀬莉緒、ロコ	unit	ml			imasdb-b5d6f0689164			unmatched	
ml_just_be_myself	Just be myself!!	Just be myself!!		藤本記子	藤本記子	山口朗彦	山口朗彦	如月千早	solo	ml			imasdb-11dce967b0ae			unmatched	
ml_just_be_myself_dummy_dog_remix	Just be myself!! (Dummy Dog Remix)	Just be myself!!	Dummy Dog Remix	藤本記子	藤本記子	山口朗彦	山口朗彦	如月千早	solo	ml	ml_just_be_myself	1	imasdb-8b6bc7c2d4bc			unmatched	
ml_justice_or_voice	Justice OR Voice	Justice OR Voice		真崎エリカ	真崎エリカ	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	ジェネシス×ネメシス(白石紬、桜守歌織、ジュリア、菊地真、野々原茜)	unit	ml			imasdb-7065b2ede8e9			unmatched	
ml_kawaii_of_the_world	K・A・W・A・I・I  of the WORLD!	K・A・W・A・I・I  of the WORLD!		松井洋平	松井洋平	板垣祐介	板垣祐介	野々原茜	solo	ml			imasdb-4f5ec904e101			unmatched	
ml_king_of_spade	KING of SPADE	KING of SPADE		宮崎まゆ	宮崎まゆ	宮崎まゆ	宮崎まゆ	白石紬、我那覇響、豊川風花、野々原茜	unit	ml			imasdb-0480d39b7396			unmatched	
ml_leader	LEADER!!	LEADER!!		星銀乃丈	星銀乃丈	星銀乃丈	星銀乃丈	765PRO ALLSTARS	all	ml			imasdb-43d1e111cd34			unmatched	
ml_legend_girls	Legend Girls!!	Legend Girls!!		こだまさおり	こだまさおり	白戸佑輔	白戸佑輔	天海春香、天空橋朋花、七尾百合子、箱崎星梨花、最上静香	unit	ml			imasdb-f6f6b50c4cfb			unmatched	
ml_legend_girlsfu_mou_remix	Legend Girls!!(fu_mou Remix)	Legend Girls!!	fu_mou Remix	こだまさおり	こだまさおり	白戸佑輔	白戸佑輔	天海春香、天空橋朋花、七尾百合子、箱崎星梨花、最上静香	unit	ml	ml_legend_girls	1	imasdb-f3bde1da39c3			unmatched	
ml_liars_good_bye	Liar's good bye	Liar's good bye		真崎エリカ	真崎エリカ	原田篤(Arte Refact)	原田篤(Arte Refact)	秋月律子	solo	ml			imasdb-c13c502aa185			unmatched	
ml_liars_good_bye_teddyloid_remix	Liar's good bye (TeddyLoid Remix)	Liar's good bye	TeddyLoid Remix	真崎エリカ	真崎エリカ	原田篤(Arte Refact)	原田篤(Arte Refact)	秋月律子	solo	ml	ml_liars_good_bye	1	imasdb-62ad634905b2			unmatched	
ml_like_twinkling_stars	Like twinkling STARS	Like twinkling STARS		真崎エリカ	真崎エリカ	原田篤(Arte Refact)	原田篤(Arte Refact)	FantasticLight(篠宮可憐、双海真美、エミリー スチュアート、四条貴音、豊川風花)	unit	ml			imasdb-aa2810bffbfc			unmatched	
ml_little_trip_around_the_world	little trip around the world	little trip around the world		松井洋平	松井洋平	yuxuki waga (fhána)	yuxuki waga (fhána)	エミリースチュアート×水瀬伊織	solo	ml			imasdb-37507056b3b1			unmatched	
ml_love_is_game	LOVE is GAME	LOVE is GAME		ヒゲドライバー	ヒゲドライバー	ヒゲドライバー	ヒゲドライバー	天空橋朋花、高槻やよい、佐竹美奈子、七尾百合子	unit	ml			imasdb-bc363984a9aa			unmatched	
ml_lullaby_for_armors	Lullaby for Armors	Lullaby for Armors		園田健太郎	園田健太郎	園田健太郎	園田健太郎	星井美希、北沢志保、エミリー スチュアート、高山紗代子、中谷育	unit	ml			imasdb-9228686dfd6c			unmatched	
ml_luvliminal_image	Luvliminal image	Luvliminal image		辻純更	辻純更	平田祥一郎	平田祥一郎	百瀬莉緒、宮尾美也、ジュリア、星井美希	unit	ml			imasdb-7e719a0aca21			unmatched	
ml_maria_trap	Maria Trap	Maria Trap		ZAQ	ZAQ	三浦誠司	三浦誠司	天空橋朋花	solo	ml			imasdb-4583a357d52a			unmatched	
ml_maria_traptanchiky_remix	Maria trap(Tanchiky Remix)	Maria trap	Tanchiky Remix	ZAQ	ZAQ	三浦誠司	三浦誠司	天空橋朋花	solo	ml	ml_maria_trap	1	imasdb-eb4d3761e69a			unmatched	
ml_marionetteは眠らない	Marionetteは眠らない	Marionetteは眠らない		こだまさおり	こだまさおり	高田暁	高田暁	星井美希、伊吹翼、北上麗花、ジュリア	unit	ml			imasdb-a6aa37ec660c			unmatched	
ml_marionetteは眠らない_teddyloid_remix	Marionetteは眠らない (TeddyLoid Remix)	Marionetteは眠らない	TeddyLoid Remix	こだまさおり	こだまさおり	高田暁	高田暁	星井美希、伊吹翼、北上麗花、ジュリア	unit	ml	ml_marionetteは眠らない	1	imasdb-78c6787e83eb			unmatched	
ml_melody_in_scape	Melody in scape	Melody in scape		真崎エリカ	真崎エリカ	光増ハジメ	光増ハジメ	高山紗代子×佐竹美奈子	solo	ml			imasdb-212fe06f8738			unmatched	
ml_melty_fantasia	Melty Fantasia	Melty Fantasia		モリタコータ	モリタコータ	小高光太郎	小高光太郎	EScape(真壁瑞希、白石紬、北沢志保)	unit	ml			imasdb-d98f726dcbee			unmatched	
ml_moonrise_belief	Moonrise Belief	Moonrise Belief		真崎エリカ	真崎エリカ	大和	大和	天空橋朋花	solo	ml			imasdb-af4726d6f446			unmatched	
ml_music_journey	MUSIC JOURNEY	MUSIC JOURNEY		藤本記子(Nostalgic Orchestra)	藤本記子(Nostalgic Orchestra)	福富雅之(Nostalgic Orchestra)	福富雅之(Nostalgic Orchestra)	桜守歌織	solo	ml			imasdb-a5dd13f05bae			unmatched	
ml_my_evolution	My Evolution	My Evolution		辻純更	辻純更	ラムシーニ	ラムシーニ	miraclesonic★expassion(舞浜歩、福田のり子、島原エレナ、高坂海美)	unit	ml			imasdb-203da96b826c			unmatched	
ml_my_style_our_style	MY STYLE! OUR STYLE!!!!	MY STYLE! OUR STYLE!!!!		前山田健一	前山田健一	前山田健一	前山田健一	周防桃子	solo	ml			imasdb-abe3896a5a92			unmatched	
ml_my_style_our_styleko3_remix	MY STYLE! OUR STYLE!!!!(KO3 Remix)	MY STYLE! OUR STYLE!!!!	KO3 Remix	前山田健一	前山田健一	前山田健一	前山田健一	周防桃子	solo	ml	ml_my_style_our_style	1	imasdb-28cf3c3306d5			unmatched	
ml_no_curry_no_life	NO CURRY NO LIFE	NO CURRY NO LIFE		唐沢美帆	唐沢美帆	板垣祐介	板垣祐介	カプリコーン(望月杏奈、百瀬莉緒、矢吹可奈)	unit	ml			imasdb-e753d88fd2ed			unmatched	
ml_oli_oli_disco	Oli Oli DISCO	Oli Oli DISCO		真崎エリカ	真崎エリカ	Shinnosuke	Shinnosuke	舞浜歩	solo	ml			imasdb-78eca97018db			unmatched	
ml_only_one_second	Only One Second	Only One Second		松井洋平	松井洋平	石谷桂亮	石谷桂亮	高山紗代子	solo	ml			imasdb-614faa880091			unmatched	
ml_parade_damour	Parade d’amour	Parade d’amour		佐藤厚仁(Dream Monster)	佐藤厚仁(Dream Monster)	佐藤厚仁(Dream Monster)	佐藤厚仁(Dream Monster)	オペラセリア・煌輝座(北沢志保、桜守歌織、田中琴葉、徳川まつり)	unit	ml			imasdb-3957cf10f72e			unmatched	
ml_paradox_of_love	Paradox of LOVE	Paradox of LOVE		小松レナ	小松レナ	BOUNCEBACK	BOUNCEBACK	chicAAmor(高山紗代子、豊川風花、ジュリア、二階堂千鶴)	unit	ml			imasdb-9b00df797429			unmatched	
ml_persona_voice	Persona Voice	Persona Voice		真崎エリカ	真崎エリカ	山口朗彦	山口朗彦	二階堂千鶴×萩原雪歩	solo	ml			imasdb-6a9c5a22f707			unmatched	
ml_piece_of_cake	piece of cake	piece of cake		松井洋平	松井洋平	AstroNoteS	AstroNoteS	北上麗花×北沢志保	solo	ml			imasdb-d8b757aacc52			unmatched	
ml_play_go_round	Play GO! Round	Play GO! Round		藤井健太郎(HANO)	藤井健太郎(HANO)	藤井健太郎(HANO)	藤井健太郎(HANO)	大神環	solo	ml			imasdb-02e4c36ecbc4			unmatched	
ml_poker_poker	POKER POKER	POKER POKER		松井洋平	松井洋平	橋本由香利	橋本由香利	真壁瑞希	solo	ml			imasdb-e3c1746d286a			unmatched	
ml_poker_poker_toriena_remix	POKER POKER (TORIENA Remix)	POKER POKER	TORIENA Remix	松井洋平	松井洋平	橋本由香利	橋本由香利	真壁瑞希	solo	ml	ml_poker_poker	1	imasdb-65f0084a5dac			unmatched	
ml_pomegranate	Pomegranate	Pomegranate		安藤紗々	安藤紗々	大和	大和	二階堂千鶴、桜守歌織、島原エレナ、箱崎星梨花、ロコ	unit	ml			imasdb-e76f46591f04			unmatched	
ml_precious_grain	Precious Grain	Precious Grain		松井洋平	松井洋平	佐々木裕	佐々木裕	最上静香	solo	ml			imasdb-f8394be6bbae			unmatched	
ml_precious_grain_teddyloid_remix	Precious Grain (TeddyLoid Remix)	Precious Grain	TeddyLoid Remix	松井洋平	松井洋平	佐々木裕	佐々木裕	最上静香	solo	ml	ml_precious_grain	1	imasdb-7cb3ef169a13			unmatched	
ml_pretty_dreamer	PRETTY DREAMER	PRETTY DREAMER		こだまさおり	こだまさおり	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	我那覇響、春日未来、豊川風花、望月杏奈、横山奈緒	unit	ml			imasdb-9ec6032a1948			unmatched	
ml_pretty_dreamerチバニャン_remix	PRETTY DREAMER(チバニャン Remix)	PRETTY DREAMER	チバニャン Remix	こだまさおり	こだまさおり	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	我那覇響、春日未来、豊川風花、望月杏奈、横山奈緒	unit	ml	ml_pretty_dreamer	1	imasdb-b3681e7f3b2e			unmatched	
ml_prima_princess	Prima Princess!!	Prima Princess!!		三好啓太	三好啓太	三好啓太	三好啓太	松田亜利沙、エミリー スチュアート、高坂海美、佐竹美奈子、田中琴葉	unit	ml			imasdb-958c555626d0			unmatched	
ml_princess_be_ambitious	Princess Be Ambitious!!	Princess Be Ambitious!!		藤本記子(Nostalgic Orchestra)	藤本記子(Nostalgic Orchestra)	新田目翔	新田目翔	プリンセススターズ(春日未来、徳川まつり、矢吹可奈、七尾百合子、エミリー スチュアート)	unit	ml			imasdb-4b5328868602			unmatched	
ml_ps_i_love_you	P.S I Love You	P.S I Love You		唐沢美帆	唐沢美帆	ラムシーニ	ラムシーニ	ピスケス(篠宮可憐、天空橋朋花、二階堂千鶴)	unit	ml			imasdb-7312664813cc			unmatched	
ml_purple_sky	Purple Sky	Purple Sky		山本メーコ(Hifumi,inc.)	山本メーコ(Hifumi,inc.)	櫻澤ヒカル(Hifumi,inc.)	櫻澤ヒカル(Hifumi,inc.)	北沢志保	solo	ml			imasdb-d1bf6045dc69			unmatched	
ml_raise_the_flag	Raise the FLAG	Raise the FLAG		松井洋平	松井洋平	堀江晶太	堀江晶太	サジタリアス(所恵美、舞浜歩、真壁瑞希)	unit	ml			imasdb-a7090a295688			unmatched	
ml_rat_a_tat	Rat A Tat!!!	Rat A Tat!!!		モモキエイジ	モモキエイジ	佐藤貴文(バンダイナムコスタジオ)	佐藤貴文(バンダイナムコスタジオ)	MILLIONSTARS(春日未来、木下ひなた、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、北上麗花、高坂海美、佐竹美奈子、島原エレナ、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、ロコ、宮尾美也、白石紬、桜守歌織)	all	ml			imasdb-1a4c1ba446f8			unmatched	
ml_reach_the_sky	REACH THE SKY	REACH THE SKY		上松範康(Elements Garden)	上松範康(Elements Garden)	上松範康(Elements Garden)	上松範康(Elements Garden)	高山紗代子	solo	ml			imasdb-d95a3eb7f945			unmatched	
ml_rebellion	Rebellion	Rebellion		ZAQ	ZAQ	前山田健一	前山田健一	我那覇響	solo	ml			imasdb-3b617d69c31a			unmatched	
ml_rebelliontanchiky_remix	Rebellion(Tanchiky Remix)	Rebellion	Tanchiky Remix	ZAQ	ZAQ	前山田健一	前山田健一	我那覇響	solo	ml	ml_rebellion	1	imasdb-df95ae1c75dc			unmatched	
ml_red_zone	RED ZONE	RED ZONE		唐沢美帆	唐沢美帆	太田貴之	太田貴之	4Luxury(桜守歌織、豊川風花、北上麗花、馬場このみ)	unit	ml			imasdb-bb45b2be97eb			unmatched	
ml_refrain_reltion	REFRAIN REL@TION	REFRAIN REL@TION		松井洋平	松井洋平	高田暁	高田暁	MILLIONSTARS Team8th(春日未来、最上静香、伊吹翼、桜守歌織、白石紬)	all	ml			imasdb-dac338bd5d62			unmatched	
ml_retale	ReTale	ReTale		佐高陵平(Hifumi,inc.)	佐高陵平(Hifumi,inc.)	佐高陵平(Hifumi,inc.)	佐高陵平(Hifumi,inc.)	≡君彩≡(所恵美、矢吹可奈、松田亜利沙)	unit	ml			imasdb-bbb47730a229			unmatched	
ml_sentimental_venus	Sentimental Venus	Sentimental Venus		こだまさおり	こだまさおり	rino	rino	水瀬伊織、エミリー スチュアート、真壁瑞希、百瀬莉緒	unit	ml			imasdb-97f117ca1bc2			unmatched	
ml_sentimental_venus_teddyloid_remix	Sentimental Venus (TeddyLoid Remix)	Sentimental Venus	TeddyLoid Remix	こだまさおり	こだまさおり	rino	rino	水瀬伊織、エミリー スチュアート、真壁瑞希、百瀬莉緒	unit	ml	ml_sentimental_venus	1	imasdb-abb852efaf64			unmatched	
ml_shamrock_vivace	Shamrock Vivace	Shamrock Vivace		平朋崇	平朋崇	EFFY	EFFY	CLEVER CLOVER(木下ひなた、高坂海美、秋月律子、大神環、菊地真、島原エレナ、二階堂千鶴、箱崎星梨花、馬場このみ、真壁瑞希、三浦あずさ、横山奈緒、ロコ)	unit	ml			imasdb-284bd430bcfd			unmatched	
ml_shimmer	SHIMMER	SHIMMER		R・O・N	R;O;N	R・O・N	R;O;N	望月杏奈、七尾百合子、春日未来、双海亜美	unit	ml			imasdb-ec759da60278			unmatched	
ml_shooting_stars	Shooting Stars	Shooting Stars		真崎エリカ	真崎エリカ	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	クレシェンドブルー(最上静香、北上麗花、北沢志保、野々原茜、箱崎星梨花)	unit	ml			imasdb-549cc3feb3a4			unmatched	
ml_shooting_stars_beatnine_remix	Shooting Stars (BEATNINE Remix)	Shooting Stars	BEATNINE Remix	真崎エリカ	真崎エリカ	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	クレシェンドブルー(最上静香、北上麗花、北沢志保、野々原茜、箱崎星梨花)	unit	ml	ml_shooting_stars	1	imasdb-b4b2acea1476			unmatched	
ml_silent_joker	Silent Joker	Silent Joker		中村彼方	中村彼方	ANCHOR	ANCHOR	真壁瑞希	solo	ml			imasdb-a6f351ea552c			unmatched	
ml_sing_a_wing_song	Sing a Wing Song	Sing a Wing Song		高瀬愛虹	高瀬愛虹	鈴谷皆人	鈴谷皆人	田中琴葉	solo	ml			imasdb-f5b86ae84222			unmatched	
ml_sing_my_song	SING MY SONG	SING MY SONG		松井洋平	松井洋平	黒須克彦	黒須克彦	最上静香	solo	ml			imasdb-417706119792			unmatched	
ml_sister	Sister	Sister		小岩井ことり	小岩井ことり	小岩井ことり	小岩井ことり	天空橋朋花	solo	ml			imasdb-1aeedaf15d62			unmatched	
ml_sky_survive	Sky Survive	Sky Survive		Cocoro.(Dream Monster)	Cocoro.(Dream Monster)	白戸佑輔(Dream Monster)	白戸佑輔(Dream Monster)	白石紬、福田のり子、伊吹翼、木下ひなた	unit	ml			imasdb-6f3c08cd695c			unmatched	
ml_smiley_days	smiley days	smiley days		KOH	KOH	KOH	KOH	我那覇響	solo	ml			imasdb-d6bee11b8900			unmatched	
ml_smiley_days_teddyloid_remix	smiley days (TeddyLoid Remix)	smiley days	TeddyLoid Remix	KOH	KOH	KOH	KOH	我那覇響	solo	ml	ml_smiley_days	1	imasdb-85aa2cb98823			unmatched	
ml_smiling_crescent	Smiling Crescent	Smiling Crescent		松井洋平	松井洋平	板垣祐介	板垣祐介	箱崎星梨花×宮尾美也	solo	ml			imasdb-580c3716ce87			unmatched	
ml_snow_white	Snow White	Snow White		森由里子	森由里子	rino	rino	如月千早	solo	ml			imasdb-5e7f6894036f			unmatched	
ml_snow_whitedé_dé_mouse_remix	Snow White(DÉ DÉ MOUSE Remix)	Snow White	DÉ DÉ MOUSE Remix	森由里子	森由里子	rino	rino	如月千早	solo	ml	ml_snow_white	1	imasdb-9603f97107ed			unmatched	
ml_sparkers	SPARKERS	SPARKERS						高山紗代子	solo	ml			imasdb-6f6a15450ae5			unmatched	
ml_special_wonderful_smile	Special Wonderful Smile	Special Wonderful Smile		早川博隆・中原徹也	早川博隆;中原徹也	早川博隆・関根佑樹	早川博隆;関根佑樹	Fleuranges(篠宮可憐、箱崎星梨花、木下ひなた、宮尾美也)	unit	ml			imasdb-c48046d82493			unmatched	
ml_standing_alive	STANDING ALIVE	STANDING ALIVE		松井洋平	松井洋平	中土智博	中土智博	ARRIVE(篠宮可憐、四条貴音、島原エレナ、百瀬莉緒、ロコ)	unit	ml			imasdb-e66f6b7105d6			unmatched	
ml_standing_alive_nor_remix	STANDING ALIVE (Nor Remix)	STANDING ALIVE	Nor Remix	松井洋平	松井洋平	中土智博	中土智博	ARRIVE(篠宮可憐、四条貴音、島原エレナ、百瀬莉緒、ロコ)	unit	ml	ml_standing_alive	1	imasdb-406e1eed699a			unmatched	
ml_star_impression	Star Impression	Star Impression		こだまさおり	こだまさおり	山口朗彦	山口朗彦	MILLIONSTARS Team1st(佐竹美奈子、北沢志保、天空橋朋花、望月杏奈)	all	ml			imasdb-e664f0eb5d03			unmatched	
ml_starry_melody	Starry Melody	Starry Melody		こだまさおり	こだまさおり	高田暁	高田暁	Starlight Melody(大神環、春日未来、北沢志保、高坂海美、周防桃子、徳川まつり、豊川風花、野々原茜、箱崎星梨花、馬場このみ、松田亜利沙、宮尾美也)	unit	ml			imasdb-353f5f91c62f			unmatched	
ml_stellar_light	Stellar Light	Stellar Light		中土智博	中土智博	中土智博	中土智博	ステラ(四条貴音、萩原雪歩、天海春香、水瀬伊織)	unit	ml			imasdb-9314321798c3			unmatched	
ml_stereophonic_isotonic	STEREOPHONIC ISOTONIC	STEREOPHONIC ISOTONIC		松井洋平	松井洋平	AstroNoteS	AstroNoteS	ロコ	solo	ml			imasdb-645352eb7509			unmatched	
ml_stereophonic_isotonic_nyankobrq_remix	STEREOPHONIC ISOTONIC (nyankobrq Remix)	STEREOPHONIC ISOTONIC	nyankobrq Remix	松井洋平	松井洋平	AstroNoteS	AstroNoteS	ロコ	solo	ml	ml_stereophonic_isotonic	1	imasdb-112135838235			unmatched	
ml_sunriser	SunRiser	SunRiser		オオヤギヒロオ	オオヤギヒロオ	オオヤギヒロオ	オオヤギヒロオ	ソル(双海亜美、秋月律子、高槻やよい、双海真美、星井美希)	unit	ml			imasdb-b0ff3cd01924			unmatched	
ml_super_duper	Super Duper	Super Duper		MEG.ME	MEG.ME	GRP・NIYA	GRP;NIYA	Jus-2-Mint(佐竹美奈子、横山奈緒)	unit	ml			imasdb-00ca3d37b913			unmatched	
ml_super_funky_piece	Super Funky Piece!!	Super Funky Piece!!		ダンス☆マン	ダンス☆マン	ダンス☆マン	ダンス☆マン	我那覇響	solo	ml			imasdb-145f4db524d9			unmatched	
ml_super_lover	Super Lover	Super Lover		サイトウヨシヒロ	サイトウヨシヒロ	サイトウヨシヒロ	サイトウヨシヒロ	横山奈緒	solo	ml			imasdb-0305b96aea41			unmatched	
ml_super_loverhylen_remix	Super Lover(Hylen Remix)	Super Lover	Hylen Remix	サイトウヨシヒロ	サイトウヨシヒロ	サイトウヨシヒロ	サイトウヨシヒロ	横山奈緒	solo	ml	ml_super_lover	1	imasdb-8f3befdca4be			unmatched	
ml_super_size_love	SUPER SIZE LOVE!!	SUPER SIZE LOVE!!		松井洋平	松井洋平	酒井拓也(Arte Refact)	酒井拓也(Arte Refact)	佐竹美奈子	solo	ml			imasdb-d612b9a3b444			unmatched	
ml_super_size_love_yuce_remix	SUPER SIZE LOVE!! (YUC'e Remix)	SUPER SIZE LOVE!!	YUC'e Remix	松井洋平	松井洋平	酒井拓也(Arte Refact)	酒井拓也(Arte Refact)	佐竹美奈子	solo	ml	ml_super_size_love	1	imasdb-770fb9a98365			unmatched	
ml_supersonic_booster	Supersonic Booster!	Supersonic Booster!		真崎エリカ	真崎エリカ	矢鴇つかさ(Arte Refact)	矢鴇つかさ(Arte Refact)	ShineLight(秋月律子、七尾百合子、島原エレナ、馬場このみ、北上麗花)	unit	ml			imasdb-cda2e0821d6b			unmatched	
ml_sweet_sweet_soul	Sweet Sweet Soul	Sweet Sweet Soul		ZAQ	ZAQ	BERABOW, SigN	BERABOW;SigN	アリエス(大神環、野々原茜、箱崎星梨花)	unit	ml			imasdb-2041f3ab50a7			unmatched	
ml_take3_2_1_space	Take!3. 2. 1. → S・P・A・C・E↑↑	Take!3. 2. 1. → S・P・A・C・E↑↑		松井洋平	松井洋平	AstroNoteS	AstroNoteS	松田亜利沙	solo	ml			imasdb-b7f76673ad54			unmatched	
ml_texting_you	Texting you	Texting you		Masafumi Okamoto	Masafumi Okamoto	Masafumi Okamoto	Masafumi Okamoto	高山紗代子、野々原茜、所恵美	unit	ml			imasdb-38923c830c96			unmatched	
ml_thank_you	Thank You!	Thank You!		BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、三浦あずさ、水瀬伊織、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、我那覇響、菊地真、北上麗花、高坂海美、佐竹美奈子、島原エレナ、高槻やよい、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、秋月律子、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、萩原雪歩、伴田路子、双海亜美、双海真美、星井美希、宮尾美也	all	ml			imasdb-e88e8df638cb			unmatched	
ml_thank_you_-mr_remix-	Thank You! -MR remix-	Thank You!	MR remix	BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	春日未来、最上静香、箱崎星梨花	unit	ml	ml_thank_you	1	imasdb-7a1242b9bdcc			unmatched	
ml_thank_you_giga_remix	Thank You! (Giga Remix)	Thank You!	Giga Remix	BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、三浦あずさ、水瀬伊織、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、我那覇響、菊地真、北上麗花、高坂海美、佐竹美奈子、島原エレナ、高槻やよい、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、秋月律子、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、萩原雪歩、伴田路子、双海亜美、双海真美、星井美希、宮尾美也	all	ml	ml_thank_you	1	imasdb-27081ac4c348			unmatched	
ml_thank_you_teddyloid_remix	Thank You! (TeddyLoid Remix)	Thank You!	TeddyLoid Remix	BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、三浦あずさ、水瀬伊織、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、我那覇響、菊地真、北上麗花、高坂海美、佐竹美奈子、島原エレナ、高槻やよい、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、秋月律子、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、萩原雪歩、伴田路子、双海亜美、双海真美、星井美希、宮尾美也	all	ml	ml_thank_you	1	imasdb-9c5ff5573365			unmatched	
ml_thank_yousnails_house_remix	Thank You!(Snail's House Remix)	Thank You!	Snail's House Remix	BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、三浦あずさ、水瀬伊織、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、我那覇響、菊地真、北上麗花、高坂海美、佐竹美奈子、島原エレナ、高槻やよい、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、秋月律子、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、萩原雪歩、伴田路子、双海亜美、双海真美、星井美希、宮尾美也	all	ml	ml_thank_you	1	imasdb-d40cd82dd0a2			unmatched	
ml_thank_youtaku_takahashi_remix	Thank You!(☆Taku Takahashi Remix)	Thank You!	☆Taku Takahashi Remix	BNSI(モモキエイジ)	モモキエイジ	BNSI(佐藤貴文)	佐藤貴文	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天空橋朋花、箱崎星梨花、松田亜利沙、三浦あずさ、水瀬伊織、最上静香、望月杏奈、矢吹可奈、エミリー スチュアート、大神環、我那覇響、菊地真、北上麗花、高坂海美、佐竹美奈子、島原エレナ、高槻やよい、永吉昴、野々原茜、馬場このみ、福田のり子、舞浜歩、真壁瑞希、百瀬莉緒、横山奈緒、秋月律子、伊吹翼、北沢志保、篠宮可憐、周防桃子、徳川まつり、所恵美、豊川風花、中谷育、七尾百合子、二階堂千鶴、萩原雪歩、伴田路子、双海亜美、双海真美、星井美希、宮尾美也	all	ml	ml_thank_you	1	imasdb-8b8c6e9922a8			unmatched	
