song_id	title	work_title	subtitle	lyricist_raw	lyricist_norm	composer_raw	composer_norm	artist	song_type	brand_id	parent_song_id	is_version	interface_key	jasrac_code	jasrac_title	match_status	note
765as_123	1,2,3	1,2,3		佐伯youthK	佐伯youthK	佐伯youthK	佐伯youthK	沼倉愛美、原由実、浅倉杏美	unit	765as			LEGACY-KEY-001			unmatched	
765as_1人ぼっちの歌	1人ぼっちの歌	1人ぼっちの歌		まんきゅう	まんきゅう	三澤康広	三澤康広	プロデューサー	solo	765as			imasdb-2c1abc3d976a			unmatched	
765as_7_colors	7 colors	7 colors		森由里子	森由里子	山下恭文	山下恭文	今井麻美	solo	765as			imasdb-df2c24129ff9			unmatched	
765as_902pm	9:02pm	9:02pm		yura	yura	BNSI(Jesahm)	Jesahm	三浦あずさ	solo	765as			imasdb-6bd6b17351e7			unmatched	
765as_902pmremster-a	9:02pm(REM@STER-A)	9:02pm	REM@STER-A	yura	yura	BNSI(Jesahm)	Jesahm	双海亜美	solo	765as	765as_902pm	1	imasdb-5b2fc4ed6295			unmatched	
765as_902pmremster-b	9:02pm(REM@STER-B)	9:02pm	REM@STER-B	yura	yura	BNSI(Jesahm)	Jesahm	秋月律子	solo	765as	765as_902pm	1	imasdb-029aff6b4b8d			unmatched	
765as_902pmドラゴンバスター_ファミソン8bit_mix	9:02pm(『ドラゴンバスター』 ファミソン8BIT MIX)	9:02pm	『ドラゴンバスター』 ファミソン8BIT MIX	yura	yura	BNSI(Jesahm)	Jesahm	三浦あずさ、秋月律子	unit	765as	765as_902pm	1	imasdb-14e0b1165c5a			unmatched	
765as_99_nights	99 Nights	99 Nights		BNSI(MC TC)	MC TC	BNSI(Taku Inoue)	Taku Inoue	星井美希、水瀬伊織、四条貴音	unit	765as			imasdb-247963b2b453			unmatched	
765as_advance	Advance	Advance		原紗友里・青木瑠璃子	原紗友里;青木瑠璃子	平清十郎[TRYTONELABO]	平清十郎[TRYTONELABO]	原紗友里&青木瑠璃子 from CINDERELLA PARTY!	unit	765as			imasdb-34170c6127b3			unmatched	
765as_alright	ALRIGHT*	ALRIGHT*		yura	yura	cota	cota	萩原雪歩	solo	765as			imasdb-70fea5d8ce94			unmatched	
765as_arcadia	arcadia	arcadia		白瀬彩	白瀬彩	上松範康(Elements Garden)	上松範康(Elements Garden)	如月千早	solo	765as			imasdb-9a500d65dab9			unmatched	
765as_arcadia_-bossa_nova_rearrange_mix-	arcadia -BOSSA NOVA Rearrange Mix-	arcadia	BOSSA NOVA Rearrange Mix	白瀬彩	白瀬彩	上松範康	上松範康	如月千早	solo	765as	765as_arcadia	1	imasdb-3ffe11321b3d			unmatched	
765as_avalon	AVALON	AVALON		三浦誠司	三浦誠司	南陽子	南陽子	沼倉愛美	solo	765as			imasdb-520e23842af4			unmatched	
765as_best_road	BEST ROAD	BEST ROAD		たかはし智秋	たかはし智秋	宮島律子	宮島律子	たかはし智秋	solo	765as			imasdb-d72f1616bf3d			unmatched	
765as_binarystar	Binary Star	Binary Star						三浦あずさ、秋月律子	unit	765as			imasdb-51b82ac58d3e			unmatched	
765as_brand_new_day	Brand New Day!	Brand New Day!		BNSI(おおくぼひろし)	おおくぼひろし	BNSI(おおくぼひろし)	おおくぼひろし	我那覇響	solo	765as			imasdb-c1331bc0e4e3			unmatched	
765as_brave_star	BRAVE STAR	BRAVE STAR		宮崎誠	宮崎誠	宮崎誠	宮崎誠	天海春香、如月千早、四条貴音、秋月律子	unit	765as			imasdb-b82b7d05fed4			unmatched	
765as_change	CHANGE!!!!	CHANGE!!!!		yura	yura	NBGI(内田哲也)	NBGI(内田哲也)	765PRO ALLSTARS	all	765as			imasdb-25f0d4dbcdab			unmatched	
765as_choco_fondue	choco fondue	choco fondue		yura	yura	山崎寛子	山崎寛子	如月千早	solo	765as			imasdb-5007b6e29f20			unmatched	
765as_closet_fashion_lover	Closet Fashion Lover	Closet Fashion Lover		yura	yura	山崎寛子	山崎寛子	星井美希	solo	765as			imasdb-f59a2c5f3fe9			unmatched	
765as_colorful_days	Colorful Days	Colorful Days		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	天海春香、如月千早、双海亜美	unit	765as			imasdb-2b77f9fddef3			unmatched	
765as_coming_smile	Coming Smile	Coming Smile		森由里子	森由里子	哥丸雄貴	哥丸雄貴	如月千早	solo	765as			imasdb-46c36b5b8973			unmatched	
765as_continue	continue	continue		宮崎誠	宮崎誠	宮崎誠	宮崎誠	原由実	solo	765as			imasdb-8bb2a4482a5c			unmatched	
765as_contradiction	Contradiction	Contradiction		kanoko	kanoko	桜庭統	桜庭統	今井麻美、たかはし智秋	unit	765as			imasdb-4bfccb19ca95			unmatched	
765as_crescent_maze	Crescent Maze	Crescent Maze		BOUNCEBACK	BOUNCEBACK	水野大輔	水野大輔	原由実	solo	765as			imasdb-c2631950088a			unmatched	
765as_crimson_lovers	CRIMSON LOVERS	CRIMSON LOVERS		只野菜摘	只野菜摘	広川恵一(MONACA)	広川恵一(MONACA)	天海春香、如月千早	unit	765as			imasdb-096ebef32a6d			unmatched	
765as_crystloud	CRYST@LOUD	CRYST@LOUD		古屋真	古屋真	石濱翔(MONACA)	石濱翔(MONACA)	天海春香、渋谷凛、伊吹翼、天道輝、八宮めぐる	unit	765as			imasdb-687a690944fb			unmatched	
765as_day_of_the_future	Day of the future	Day of the future		オミ織葉	オミ織葉	Tatsh	Tatsh	星井美希	solo	765as			imasdb-6d84a5443594			unmatched	
765as_dead_or_alive	DEAD or ALIVE	DEAD or ALIVE		奥井雅美	奥井雅美	IMAJO	IMAJO	今井麻美、原由実、沼倉愛美	unit	765as			imasdb-3e22baa42b9f			unmatched	
765as_destiny	destiny	destiny		荘野ジュリ	荘野ジュリ	大野宏明	大野宏明	たかはし智秋	all	765as			imasdb-bfc247af830e			unmatched	
765as_diamond	DIAMOND	DIAMOND		白瀬彩	白瀬彩	Asu(The New Classics)	Asu(The New Classics)	水瀬伊織	solo	765as			imasdb-a45683ae23f1			unmatched	
765as_do-dai	Do-Dai	Do-Dai		BNSI(mft)	mft	BNSI(中川浩二)	中川浩二	高槻やよい、双海亜美、星井美希	unit	765as			imasdb-f5669c807779			unmatched	
765as_do-dairemster-a	Do-Dai(REM@STER-A)	Do-Dai	REM@STER-A	NBGI(mft)	NBGI(mft)	NBGI(中川浩二)	NBGI(中川浩二)	星井美希、水瀬伊織	unit	765as	765as_do-dai	1	imasdb-f0f6475d7489			unmatched	
765as_do-dairemster-b	Do-Dai(REM@STER-B)	Do-Dai	REM@STER-B	NBGI(mft)	NBGI(mft)	NBGI(中川浩二)	NBGI(中川浩二)	如月千早、我那覇響	unit	765as	765as_do-dai	1	imasdb-17639b679cf2			unmatched	
765as_dream	DREAM	DREAM		yura Dark	yura Dark	NBGI(中川浩二)	NBGI(中川浩二)	萩原雪歩、秋月律子、星井美希、四条貴音、秋月涼	all	765as			imasdb-5a4eb7a5b84d			unmatched	
765as_eden	edeN	edeN		貝田由里子	貝田由里子	BNSI(kyo)	kyo	星井美希、萩原雪歩、菊地真、四条貴音	unit	765as			imasdb-188a4f358be1			unmatched	
765as_endless_tour	ENDLESS TOUR	ENDLESS TOUR		伊福部崇	伊福部崇	田中俊亮	田中俊亮	春日未来、最上静香、箱崎星梨花	unit	765as			imasdb-984fcca6ee7b			unmatched	
765as_ever_rising	EVER RISING	EVER RISING		松井洋平	松井洋平	小高光太郎・UiNA	小高光太郎;UiNA	奥空心白、亜夜	unit	765as			imasdb-326ea190af13			unmatched	
765as_ever_sunny	Ever Sunny	Ever Sunny		花衣(SUPA LOVE)	花衣(SUPA LOVE)	中村瑛彦(SUPA LOVE)	中村瑛彦(SUPA LOVE)	菊地真	solo	765as			imasdb-524ac9042ab3			unmatched	
765as_excavate	EXCAVATE	EXCAVATE		NanaerikA-PROJECT	NanaerikA-PROJECT	NBGI(慶野由利子)	NBGI(慶野由利子)	萩原雪歩	solo	765as			imasdb-9930b879dd30			unmatched	
765as_fate_of_the_world	Fate of the World	Fate of the World		BNSI(kyo)	kyo	BNSI(kyo)	kyo	天海春香、星井美希、如月千早	unit	765as			imasdb-0f5b32796001			unmatched	
765as_feelingfine	Feeling Fine	Feeling Fine							cover	765as			imasdb-99bb9ee215d4			unmatched	
765as_first_stage	First Stage	First Stage		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	萩原雪歩	solo	765as			imasdb-e7be4143a86b			unmatched	
765as_first_stageremster-a	First Stage(REM@STER-A)	First Stage	REM@STER-A	中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	三浦あずさ	solo	765as	765as_first_stage	1	imasdb-04df3d9bd8d1			unmatched	
765as_first_stageremster-b	First Stage(REM@STER-B)	First Stage	REM@STER-B	中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	菊地真	solo	765as	765as_first_stage	1	imasdb-76a14be288f5			unmatched	
765as_first_stageゼビウスファミソン8bit_mix	First Stage(『ゼビウス』ファミソン8BIT MIX)	First Stage	『ゼビウス』ファミソン8BIT MIX	中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	菊地真、萩原雪歩	unit	765as	765as_first_stage	1	imasdb-6150babc98b8			unmatched	
765as_first_step	First Step	First Step		浅倉杏美	浅倉杏美	NBGI(中川浩二)	NBGI(中川浩二)	萩原雪歩	solo	765as			imasdb-daa61e61bf64			unmatched	
765as_flower_knows	Flower Knows	Flower Knows		八城雄太	八城雄太	栗原悠希	栗原悠希	高槻やよい、水瀬伊織	unit	765as			imasdb-a6662eca1f01			unmatched	
765as_fly_high	Fly High!	Fly High!		M.N & NanaerikA-PROJECT	M.N;NanaerikA-PROJECT	NBGI(細江慎治)	NBGI(細江慎治)	如月千早	solo	765as			imasdb-4a346eeabeaf			unmatched	
765as_four	FO(U)R	FO(U)R		yura	yura	神前暁	神前暁	you-i	unit	765as			imasdb-425be5c53179			unmatched	
765as_fourremix-a	FO(U)R(REMIX-A)	FO(U)R	REMIX-A	yura	yura	神前暁	神前暁	天海春香、高槻やよい、星井美希	unit	765as	765as_four	1	imasdb-c8082024829b			unmatched	
765as_funny_logic	Funny Logic	Funny Logic		DJ'TEKINA//SOMETHING	DJ'TEKINA//SOMETHING	DJ'TEKINA//SOMETHING	DJ'TEKINA//SOMETHING	高槻やよい、双海亜美/真美	solo	765as			imasdb-4233095fdac5			unmatched	
765as_go_my_way	GO MY WAY!!	GO MY WAY!!		yura	yura	BNSI(神前暁)	神前暁	天海春香、菊地真、星井美希、双海亜美、双海真美、水瀬伊織	unit	765as			imasdb-9025440aa891			unmatched	
765as_go_my_way_-esti_remix-	GO MY WAY!! -ESTi Remix-	GO MY WAY!!	ESTi Remix	yura	yura	BNGI(神前暁)	BNGI(神前暁)	765PRO ALLSTARS	all	765as	765as_go_my_way	1	imasdb-772b9eb6ed60			unmatched	
765as_go_my_way_-house_rearrange_mix-	GO MY WAY!! -HOUSE Rearrange Mix-	GO MY WAY!!	HOUSE Rearrange Mix	中村恵	中村恵	NBGI(神前暁)	NBGI(神前暁)	我那覇響	solo	765as	765as_go_my_way	1	imasdb-b7de7171bbd4			unmatched	
765as_go_my_waydream_match_mix	GO MY WAY!!(Dream Match MIX)	GO MY WAY!!	Dream Match MIX	yura	yura	BNSI(神前暁)	神前暁	如月千早、水瀬伊織	unit	765as		1	imasdb-35577abda097			unmatched	
765as_go_my_wayremster-a	GO MY WAY!!(REM@STER-A)	GO MY WAY!!	REM@STER-A	yura	yura	BNSI(神前暁)	神前暁	星井美希、三浦あずさ、双海亜美	unit	765as	765as_go_my_way	1	imasdb-d0679614205e			unmatched	
765as_go_my_wayremster-b	GO MY WAY!!(REM@STER-B)	GO MY WAY!!	REM@STER-B	yura	yura	BNSI(神前暁)	神前暁	如月千早	solo	765as	765as_go_my_way	1	imasdb-fb74d904aea3			unmatched	
765as_go_my_wayワンダーモモ_ファミソン8bit_mix	GO MY WAY!!(『ワンダーモモ』 ファミソン8BIT MIX)	GO MY WAY!!	『ワンダーモモ』 ファミソン8BIT MIX	yura	yura	BNSI(神前暁)	神前暁	高槻やよい、双海亜美/真美	unit	765as	765as_go_my_way	1	imasdb-6062efdc3411			unmatched	
765as_good-byes	Good-Byes	Good-Byes		BNSI(MC TC)	MC TC	BNSI(Taku Inoue)	Taku Inoue	高槻やよい	unit	765as			imasdb-908ce2344dca			unmatched	
765as_grtitude	GR@TITUDE	GR@TITUDE		森由里子	森由里子	神前暁(MONACA)	神前暁(MONACA)	Project LUMINOUS(天海春香、如月千早、星井美希、萩原雪歩、高槻やよい、秋月律子、三浦あずさ、水瀬伊織、菊地真、双海亜美、双海真美、四条貴音、我那覇響、安部菜々、神崎蘭子、城ヶ崎美嘉、双葉杏、諸星きらり、春日未来、最上静香、伊吹翼、白石紬、桜守歌織、白瀬咲耶、小宮果穂、杜野凛世、大崎甘奈、大崎甜花、奥空心白)	all	765as			imasdb-59a04773e310			unmatched	
765as_halftone	Halftone	Halftone		ミズノゲンキ	ミズノゲンキ	馬渕直純	馬渕直純	菊地真、萩原雪歩	unit	765as			imasdb-5550489adb54			unmatched	
765as_happy	Happy!	Happy!		BNSI(柿埜嘉奈子)	柿埜嘉奈子	BNSI(kyo)	kyo	天海春香、如月千早、萩原雪歩、水瀬伊織、三浦あずさ、我那覇響、秋月律子	unit	765as			imasdb-c2dbdc9b51ee			unmatched	
765as_happy_christmas	Happy Christmas	Happy Christmas		貝田由里子	貝田由里子	BNSI(椎名豪)	椎名豪	天海春香、如月千早、双海亜美/真美、三浦あずさ、四条貴音、我那覇響	unit	765as			imasdb-9fb8aacd8da7			unmatched	
765as_heart_and_soul	HEART AND SOUL	HEART AND SOUL		オノダヒロユキ	オノダヒロユキ	宮崎誠	宮崎誠	沼倉愛美、原由実、浅倉杏美	unit	765as			imasdb-924499ed3a90			unmatched	
765as_here_we_go	Here we go!!	Here we go!!		yura	yura	BNSI(Jesahm)	Jesahm	水瀬伊織	solo	765as			imasdb-4dd48da28fde			unmatched	
765as_here_we_goremster-a	Here we go!!(REM@STER-A)	Here we go!!	REM@STER-A	yura	yura	BNSI(Jesahm)	Jesahm	星井美希	solo	765as	765as_here_we_go	1	imasdb-d4b8371cab74			unmatched	
765as_here_we_goremster-b	Here we go!!(REM@STER-B)	Here we go!!	REM@STER-B	yura	yura	BNSI(Jesahm)	Jesahm	萩原雪歩	solo	765as	765as_here_we_go	1	imasdb-0428f12e9c0b			unmatched	
765as_here_we_goディグダグiiファミソン8bit_mix	Here we go!!(『ディグダグII』ファミソン8BIT MIX)	Here we go!!	『ディグダグII』ファミソン8BIT MIX	yura	yura	BNSI(Jesahm)	Jesahm	如月千早、水瀬伊織	unit	765as	765as_here_we_go	1	imasdb-11e183e09407			unmatched	
765as_honey_heartbeat	Honey Heartbeat	Honey Heartbeat		BNSI(MC TC)	MC TC	BNSI(LindaAI-CUE)	LindaAI-CUE	天海春香、菊地真、双海真美	unit	765as			imasdb-7fa0fd432397			unmatched	
765as_hug	HUG	HUG		園田健太郎	園田健太郎	園田健太郎	園田健太郎	我那覇響	solo	765as			imasdb-d35f8de1801a			unmatched	
765as_i	i	i		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	天海春香	unit	765as			imasdb-9b71d5267662			unmatched	
765as_i_want	I Want	I Want		BNSI(LindaAI-CUE)	LindaAI-CUE	BNSI(LindaAI-CUE)	LindaAI-CUE	天海春香	solo	765as			imasdb-a345c80b5313			unmatched	
765as_idol	ID:[OL]	ID:[OL]		yura	yura	上田晃司	上田晃司	音無小鳥	unit	765as			imasdb-857abd7e8659			unmatched	
765as_idol_power_rainbow	IDOL POWER RAINBOW	IDOL POWER RAINBOW		有栖川姫子	有栖川姫子	佐々木宏人	佐々木宏人	天海春香、如月千早、星井美希、島村卯月、渋谷凛、本田未央、春日未来、最上静香、伊吹翼	unit	765as			imasdb-ffb78e0758f5			unmatched	
765as_idolheart	IDOL☆HEART	IDOL☆HEART		yura	yura	滝澤俊輔(TRYTONELABO)	滝澤俊輔(TRYTONELABO)	765PRO ALLSTARS(天海春香、星井美希、如月千早、高槻やよい、萩原雪歩、菊地真、双海亜美、双海真美、水瀬伊織、三浦あずさ、四条貴音、我那覇響、秋月律子)	all	765as			imasdb-49d9d4efd758			unmatched	
765as_im_so_free	I'm so free!	I'm so free!		佐伯youthK(rhythm zone)	佐伯youthK(rhythm zone)	佐伯youthK(rhythm zone)	佐伯youthK(rhythm zone)	星井美希、三浦あずさ、四条貴音	unit	765as			imasdb-1fce2c79a392			unmatched	
765as_im_yours	I'm yours	I'm yours		宮崎誠	宮崎誠	宮崎誠	宮崎誠	天海春香	solo	765as			imasdb-212d227b3c81			unmatched	
765as_in_wonderradio	in WonderRadio	in WonderRadio		伊福部崇	伊福部崇	杉浦”ラフィン”誠一郎	杉浦”ラフィン”誠一郎	沼倉愛美&原由実&浅倉杏美 from THE IDOLM@STER STATION!!!	unit	765as			imasdb-e2027dfaa0f9			unmatched	
765as_inferno	inferno	inferno		yura Dark	yura Dark	藤末樹	藤末樹	如月千早、萩原雪歩	unit	765as			imasdb-98218e859c4e			unmatched	
765as_inferno_squaring	inferno SQUARING	inferno SQUARING		yura Dark	yura Dark	藤末樹	藤末樹	如月千早、萩原雪歩	unit	765as			imasdb-c91062c6c325			unmatched	
765as_inspire	Inspire	Inspire		園田凌士	園田凌士	菊田大介(Elements Garden)	菊田大介(Elements Garden)	今井麻美、たかはし智秋	unit	765as			imasdb-a17428570187			unmatched	
765as_iremster-a	i(REM@STER-A)	i	REM@STER-A	中村恵	中村恵	NBGI(佐々木宏人)	NBGI(佐々木宏人)	天海春香、高槻やよい	unit	765as	765as_i	1	imasdb-b4f52dbb9c87			unmatched	
765as_its_alright	It's ALRIGHT!	It's ALRIGHT!		kenko-p	kenko-p	R・O・N	R;O;N	沼倉愛美	solo	765as			imasdb-82b39707b802			unmatched	
765as_its_show	It's Show	It's Show		yura	yura	藤末樹	藤末樹	如月千早、水瀬伊織、秋月律子、菊地真、萩原雪歩、音無小鳥	unit	765as			imasdb-ba0f4d48f419			unmatched	
765as_jm-justify_myself-	JM-Justify Myself-	JM-Justify Myself-		柚木美祐	柚木美祐	岸井将	岸井将	たかはし智秋&今井麻美	unit	765as			imasdb-819f2d4a9e95			unmatched	
765as_jump	J☆U☆M☆P	J☆U☆M☆P		yura	yura	高田龍一	高田龍一	天海春香、高槻やよい、星井美希	unit	765as			imasdb-344290b9753c			unmatched	
765as_kawaii_ウォーズ	KAWAII ウォーズ	KAWAII ウォーズ		ササキトモコ	ササキトモコ	ササキトモコ	ササキトモコ	田中琴葉、天海春香、菊地真、水瀬伊織、我那覇響、双葉杏、安部菜々、春日未来、大崎甘奈、大崎甜花、詩花、奥空心白	all	765as			imasdb-28eb106896f4			unmatched	
765as_kiss_-hiroyuki_kawada_remix-	KisS -Hiroyuki Kawada Remix-	KisS	Hiroyuki Kawada Remix	yura Dark	yura Dark	橋本由香利	橋本由香利	765PRO ALLSTARS	all	765as	961_kiss	1	imasdb-678351d145b0			unmatched	
765as_kosmos_cosmos	Kosmos, Cosmos	Kosmos, Cosmos		遠藤フビト	遠藤フビト	BNEI(内田哲也)	内田哲也	萩原雪歩	solo	765as			imasdb-45fad900fd7e			unmatched	
765as_kosmos_cosmos_-neo_acoustic_rearrange_mix-	Kosmos, Cosmos -NEO ACOUSTIC Rearrange Mix-	Kosmos, Cosmos	NEO ACOUSTIC Rearrange Mix	遠藤フビト	遠藤フビト	NBGI(内田哲也)	NBGI(内田哲也)	萩原雪歩	solo	765as	765as_kosmos_cosmos	1	imasdb-bc582cb5f480			unmatched	
765as_labyrinth	Labyrinth	Labyrinth		GeorgeA & NanaerikA-PROJECT	GeorgeA;NanaerikA-PROJECT	NBGI(甲斐敏夫)	NBGI(甲斐敏夫)	高槻やよい	solo	765as			imasdb-4d3131f2ece9			unmatched	
765as_ladycake	Lady☆Cake	Lady☆Cake		三重野瞳	三重野瞳	宮垣憲一郎	宮垣憲一郎	たかはし智秋&今井麻美	unit	765as			imasdb-06da3e0fa34a			unmatched	
765as_large_size_party	Large Size Party	Large Size Party		瀬良羽美	瀬良羽美	宮島律子	宮島律子	三浦あずさ、四条貴音、如月千早	unit	765as			imasdb-80b0db6cef47			unmatched	
765as_lemonade	LEMONADE	LEMONADE		堀込高樹	堀込高樹	堀込高樹	堀込高樹	萩原雪歩、三浦あずさ	unit	765as			imasdb-c2d812b8fab8			unmatched	
765as_light_year_song	Light Year Song	Light Year Song		BNSI(MCTC)	MCTC	BNSI(Taku Inoue)	Taku Inoue	高槻やよい、菊地真、双海亜美/真美、我那覇響	unit	765as			imasdb-6fdfca98c8a9			unmatched	
765as_little_match_girl	Little Match Girl	Little Match Girl		ESTi	ESTi	ESTi	ESTi	如月千早、萩原雪歩	unit	765as			imasdb-2650cfa0893b			unmatched	
765as_live	livE	livE		yura Dark	yura Dark	橋本由香利	橋本由香利	秋月律子	solo	765as			imasdb-54cc318eebf9			unmatched	
765as_live_for_love	LIVE for LOVE!	LIVE for LOVE!		畑亜貴	畑亜貴	黒須克彦	黒須克彦	天海春香	solo	765as			imasdb-031c1629b4eb			unmatched	
765as_lobm	L・O・B・M	L・O・B・M		BNSI(mft)	mft	BNSI(高田龍一)	高田龍一	765PRO ALLSTARS	all	765as			imasdb-65a521e0cade			unmatched	
765as_look_the_sky	LOOK THE SKY	LOOK THE SKY		yura	yura	藤本記子	藤本記子	三浦あずさ	solo	765as			imasdb-5331c6781e66			unmatched	
765as_looking_for_love	Looking For Love	Looking For Love		中村恵	中村恵	佐々木宏人	佐々木宏人	天海春香、星井美希	unit	765as			imasdb-a742bc714637			unmatched	
765as_lost	LOST	LOST		yura-yura Dark	yura-yura Dark	神前暁	神前暁	如月千早、三浦あずさ、水瀬伊織、双海亜美/真美、水谷絵理	unit	765as			imasdb-ce6f8aedac7e			unmatched	
765as_loveオーダーメイド	LOVEオーダーメイド	LOVEオーダーメイド		三浦誠司	三浦誠司	Akiko Noda	Akiko Noda	秋月律子	solo	765as			imasdb-fbac6bf8437e			unmatched	
765as_lr	L<>R	L<>R		中村恵	中村恵	NBGI(大野木宣幸)	NBGI(大野木宣幸)	双海亜美/真美	solo	765as			imasdb-34b3327fd8b9			unmatched	
765as_maybe_tomorrow	Maybe TOMORROW	Maybe TOMORROW		イイジマケン	イイジマケン	イイジマケン	イイジマケン	765PRO ALLSTARS	solo	765as			imasdb-f70e98b6a98f			unmatched	
765as_maybe_tomorrow_petit_specialver	Maybe TOMORROW Petit Special.ver	Maybe TOMORROW Petit Special.ver		イイジマケン	イイジマケン	イイジマケン	イイジマケン	やよ、いお、みうらさん、たかにゃ	unit	765as			imasdb-92c6e3cf8ef9			unmatched	
765as_megare	MEGARE!	MEGARE!		BNSI(mft)	mft	BNSI(高田龍一)	高田龍一	765PRO ALLSTARS	all	765as			imasdb-7c78ae360757			unmatched	
765as_melted_snow	Melted Snow	Melted Snow		中村恵	中村恵	佐々木宏人	佐々木宏人	如月千早、萩原雪歩、三浦あずさ	unit	765as			imasdb-30546b226808			unmatched	
765as_melting_season	Melting season	Melting season		只野菜摘	只野菜摘	内藤匠(SETOFF RECORDS)	内藤匠(SETOFF RECORDS)	今井麻美&たかはし智秋	unit	765as			imasdb-3ffe0f2aa26e			unmatched	
765as_miracle_night	Miracle Night	Miracle Night		BNSI(MC TC)	MC TC	BNSI(Taku Inoue)	Taku Inoue	天海春香、菊地真、双海亜美、双海真美、水瀬伊織	unit	765as			imasdb-da66cd6709f5			unmatched	
765as_mon_chéri	mon chéri	mon chéri		mauna	mauna	BNSI(内田哲也)	内田哲也	Honey Citrus	unit	765as			imasdb-235b20c862fa			unmatched	
765as_monday_night_fever	Monday Night Fever☆	Monday Night Fever☆		渡部紫緒	渡部紫緒	坂部剛	坂部剛	沼倉愛美、原由実	unit	765as			imasdb-77ea0d8f715e			unmatched	
765as_moony	MOONY	MOONY		yura	yura	Funta7	Funta7	如月千早、三浦あずさ、菊地真、星井美希、我那覇響、秋月律子	unit	765as			imasdb-fee722ddd06f			unmatched	
765as_moony_-djtekinasomething_aka_ゆよゆっぺ_remix-	MOONY -DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ Remix-	MOONY	DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ Remix	yura	yura	Funta7	Funta7	我那覇響	unit	765as	765as_moony	1	imasdb-24acecb3e9cf			unmatched	
765as_motto	motto	motto							cover	765as			imasdb-2444dfbeeb22			unmatched	
765as_msterpiece	M@STERPIECE	M@STERPIECE		yura	yura	神前暁(MONACA)	神前暁(MONACA)	765PRO ALLSTARS	all	765as			imasdb-38b64725ffa9			unmatched	
765as_msterpiece_-club_bossa_nova_rearrange_mix-	M@STERPIECE -CLUB BOSSA NOVA Rearrange Mix-	M@STERPIECE	CLUB BOSSA NOVA Rearrange Mix	yura	yura	神前暁(MONACA)	神前暁(MONACA)	水瀬伊織、星井美希、三浦あずさ、双海真美、我那覇響	all	765as	765as_msterpiece	1	imasdb-4662d3e20dc4			unmatched	
765as_msterpiece_-mitsuhiro_kitadani_remix-	M@STERPIECE -Mitsuhiro Kitadani Remix-	M@STERPIECE	Mitsuhiro Kitadani Remix	yura	yura	神前暁	神前暁	765PRO ALLSTARS	all	765as	765as_msterpiece	1	imasdb-a4c38aaa2117			unmatched	
765as_music	MUSIC♪	MUSIC♪		yura	yura	BNSI(渡辺量)	渡辺量	765PRO ALLSTARS	all	765as			imasdb-1c1c5047b0ef			unmatched	
765as_music_-taku_inoue_remix-	MUSIC♪ -TAKU INOUE Remix-	MUSIC♪	TAKU INOUE Remix	yura	yura	BNEI(渡辺量)	渡辺量	765PRO ALLSTARS	all	765as	765as_music	1	imasdb-330cecaaec51			unmatched	
765as_my_best_friend	My Best Friend	My Best Friend		NBGI(uRy)	NBGI(uRy)	NBGI(おおくぼひろし)	NBGI(おおくぼひろし)	秋月律子、萩原雪歩、双海亜美/真美	unit	765as			imasdb-0c36609142a2			unmatched	
765as_my_best_friendremster-a	My Best Friend(REM@STER-A)	My Best Friend	REM@STER-A	BNSII(uRy)	BNSII(uRy)	BNSI(おおくぼひろし)	おおくぼひろし	星井美希	solo	765as	765as_my_best_friend	1	imasdb-e670648f5834			unmatched	
765as_my_best_friendremster-b	My Best Friend(REM@STER-B	My Best Friend(REM@STER-B		BNSI(uRy)	uRy	BNSI(おおくぼひろし)	おおくぼひろし	水瀬伊織	solo	765as			imasdb-1d82a420c6f1			unmatched	
765as_my_best_friendイシターの復活ファミソン8bit_mix	My Best Friend(『イシターの復活』ファミソン8BIT MIX)	My Best Friend	『イシターの復活』ファミソン8BIT MIX	BNSI(uRy)	uRy	BNSI(おおくぼひろし)	おおくぼひろし	菊地真、萩原雪歩	unit	765as	765as_my_best_friend	1	imasdb-662743ff7fc0			unmatched	
765as_my_song	my song	my song		yura	yura	神前暁	神前暁	水瀬伊織、菊地真、三浦あずさ	unit	765as			imasdb-07ed89a4172d			unmatched	
765as_my_song_-lindaai-cue_remix-	my song -LindaAI-CUE Remix-	my song	LindaAI-CUE Remix	yura	yura	神前暁	神前暁	765PRO ALLSTARS	all	765as	765as_my_song	1	imasdb-78e6fd3eee81			unmatched	
765as_my_songremster-a	my song(REM@STER-A)	my song	REM@STER-A	yura	yura	神前暁	神前暁	秋月律子、双海亜美/真美	unit	765as	765as_my_song	1	imasdb-88f9f941ae65			unmatched	
765as_my_wish	My Wish	My Wish		Asu	Asu	Asu	Asu	星井美希、高槻やよい、萩原雪歩、菊地真、水瀬伊織、秋月律子	unit	765as			imasdb-4a4d22a099aa			unmatched	
